Channel Title,Channel Username,ID,Date,Media Path,Tokens,Brand,Size,Price,Model,Specifications,Phone Numbers
EthioBrand,@ethio_brand_collection,5867,2024-12-03 09:03:41+00:00,photos\@ethio_brand_collection_5867.jpg,"['Reebok', 'run', 'fusium', 'Size', '40414243', 'Price', '3500', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Reebok run fusium,40414243,3500 birr,,,
EthioBrand,@ethio_brand_collection,5866,2024-12-03 06:00:06+00:00,photos\@ethio_brand_collection_5866.jpg,"['Nike', 'tempus', 'Size', '40414243', 'Price', '3500', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Nike tempus,40414243,3500 birr,,,
EthioBrand,@ethio_brand_collection,5865,2024-12-02 09:01:50+00:00,photos\@ethio_brand_collection_5865.jpg,"['Skechers', 'Quantum', 'flex', 'size', '40414243', 'Price', '3500', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",,,3500 birr,,,
EthioBrand,@ethio_brand_collection,5864,2024-12-02 06:05:10+00:00,photos\@ethio_brand_collection_5864.jpg,"['Nike', 'quest', '4', 'Size', '40414243', 'Price', '3300', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",,40414243,3300 birr,,,
EthioBrand,@ethio_brand_collection,5863,2024-12-01 07:10:06+00:00,photos\@ethio_brand_collection_5863.jpg,"['ehude', 'huleeme', 'kefete', 'nane', 'Skechers', 'archfit', 'size', '40414243', 'Price', '3000', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",ehude huleeme kefete nane,,3000 birr,,,
EthioBrand,@ethio_brand_collection,5862,2024-11-30 09:04:21+00:00,photos\@ethio_brand_collection_5862.jpg,"['Adidas', 'stansmith', 'Size', '40414243', 'Price', '3300', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Adidas stansmith,40414243,3300 birr,,,
EthioBrand,@ethio_brand_collection,5861,2024-11-29 09:35:06+00:00,photos\@ethio_brand_collection_5861.jpg,"['Reebok', 'ztaur', 'Size', '40414243', 'Price', '3100', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Reebok ztaur,40414243,3100 birr,,,
EthioBrand,@ethio_brand_collection,5860,2024-11-28 09:07:18+00:00,photos\@ethio_brand_collection_5860.jpg,"['Colombia', 'vibrant', 'terrex', 'Size', '40414243', 'Price', '3100', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Colombia vibrant terrex,40414243,3100 birr,,,
EthioBrand,@ethio_brand_collection,5859,2024-11-27 09:00:33+00:00,photos\@ethio_brand_collection_5859.jpg,"['Zwende', 'half', 'suede', 'leather', 'Size', '404143', 'Price', '3600', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Zwende half suede leather,404143,3600 birr,,,
EthioBrand,@ethio_brand_collection,5858,2024-11-25 06:35:28+00:00,photos\@ethio_brand_collection_5858.jpg,"['Nike', 'Air', 'Force', 'suede', 'Size', '40414243', 'Price', '3400', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Nike Air Force suede,40414243,3400 birr,,,
EthioBrand,@ethio_brand_collection,5857,2024-11-24 07:36:06+00:00,photos\@ethio_brand_collection_5857.jpg,"['ehude', 'huleeme', 'kefete', 'nane', 'Nike', 'Air', 'Max', 'Burbuja', 'Size', '404243', 'Price', '3400', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Nike Air Max Burbuja,404243,3400 birr,,,
EthioBrand,@ethio_brand_collection,5856,2024-11-23 09:01:04+00:00,photos\@ethio_brand_collection_5856.jpg,"['Adidas', 'fear', 'of', 'God', '87', 'Size', '40414243', 'Price', '3700', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",,40414243,3700 birr,,,
EthioBrand,@ethio_brand_collection,5855,2024-11-20 09:00:06+00:00,photos\@ethio_brand_collection_5855.jpg,"['Goupu', 'comfort', 'sneaker', 'Size', '394041424344', 'Price', '3300', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Goupu comfort sneaker,394041424344,3300 birr,,,
EthioBrand,@ethio_brand_collection,5854,2024-11-19 09:03:30+00:00,photos\@ethio_brand_collection_5854.jpg,"['Colombia', 'vibrant', 'terrex', 'Size', '40414243', 'Price', '3100', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Colombia vibrant terrex,40414243,3100 birr,,,
EthioBrand,@ethio_brand_collection,5853,2024-11-18 09:07:48+00:00,photos\@ethio_brand_collection_5853.jpg,"['Adidas', 'stansmith', 'Size', '40414243', 'Price', '3300', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Adidas stansmith,40414243,3300 birr,,,
EthioBrand,@ethio_brand_collection,5852,2024-11-17 10:00:06+00:00,photos\@ethio_brand_collection_5852.jpg,"['ehude', 'huleeme', 'kefete', 'nane', 'Puma', 'CA', 'pro', 'classic', 'Size', '4041424344', 'Price', '3400', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Puma CA pro classic,4041424344,3400 birr,,,
EthioBrand,@ethio_brand_collection,5851,2024-11-16 09:00:38+00:00,photos\@ethio_brand_collection_5851.jpg,"['Puma', 'beige', 'SD', 'Size', '40414243', 'Price', '3700', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Puma beige SD,40414243,3700 birr,,,
EthioBrand,@ethio_brand_collection,5850,2024-11-16 06:00:38+00:00,photos\@ethio_brand_collection_5850.jpg,"['WomenMen', 'Skechers', 'hyper', 'pillars', 'Size', '37383940', 'Price', '3000', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",WomenMen Skechers hyper pillars,37383940,3000 birr,,,
EthioBrand,@ethio_brand_collection,5849,2024-11-14 09:00:30+00:00,photos\@ethio_brand_collection_5849.jpg,"['Skechers', 'lace', 'Out', 'Door', 'Size', '4041', 'Price', '3500', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Skechers lace Out Door,4041,3500 birr,,,
EthioBrand,@ethio_brand_collection,5848,2024-11-11 06:23:10+00:00,photos\@ethio_brand_collection_5848.jpg,"['Nike', 'Air', 'Force', 'Goretex', 'Size', '40414243', 'Price', '4000', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Nike Air Force Goretex,40414243,4000 birr,,,
EthioBrand,@ethio_brand_collection,5847,2024-11-10 06:50:06+00:00,photos\@ethio_brand_collection_5847.jpg,"['ehude', 'huleeme', 'kefete', 'nane', 'Puma', 'beige', 'SD', 'Size', '40414243', 'Price', '3700', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Puma beige SD,40414243,3700 birr,,,
EthioBrand,@ethio_brand_collection,5846,2024-11-09 09:00:20+00:00,photos\@ethio_brand_collection_5846.jpg,"['Nike', 'zoom', 'free', 'run', 'Size', '40414243', 'Price', '3500', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Nike zoom free run,40414243,3500 birr,,,
EthioBrand,@ethio_brand_collection,5845,2024-11-09 06:00:39+00:00,photos\@ethio_brand_collection_5845.jpg,"['Jordan', 'tenacity', '68', 'Size', '40414243', 'Price', '3800', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",,40414243,3800 birr,,,
EthioBrand,@ethio_brand_collection,5843,2024-11-08 09:02:04+00:00,photos\@ethio_brand_collection_5843.jpg,"['Adidas', 'Adimatic', 'bape', 'Size', '4041424344', 'Price', '3300', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Adidas Adimatic bape,4041424344,3300 birr,,,
EthioBrand,@ethio_brand_collection,5842,2024-11-07 09:00:06+00:00,photos\@ethio_brand_collection_5842.jpg,"['Waerta', 'loafer', 'leather', 'Size', '394041424344', 'Price', '3900', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Waerta loafer leather,394041424344,3900 birr,,,
EthioBrand,@ethio_brand_collection,5841,2024-11-07 06:01:32+00:00,photos\@ethio_brand_collection_5841.jpg,"['Nike', 'Air', 'Force', 'the', 'north', 'face', 'Size', '40414243', 'Price', '3400', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Nike Air Force the north face,40414243,3400 birr,,,
EthioBrand,@ethio_brand_collection,5840,2024-11-05 09:01:25+00:00,photos\@ethio_brand_collection_5840.jpg,"['NB', 'pure', 'leather', 'comfort', 'Size', '3940414243', 'Price', '4000', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",NB pure leather comfort,3940414243,4000 birr,,,
EthioBrand,@ethio_brand_collection,5839,2024-11-05 06:01:38+00:00,photos\@ethio_brand_collection_5839.jpg,"['Reebok', 'RC', '85', 'Size', '40414243', 'Price', '3100', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",,40414243,3100 birr,,,
EthioBrand,@ethio_brand_collection,5838,2024-11-04 09:00:34+00:00,photos\@ethio_brand_collection_5838.jpg,"['Adidas', 'Adimatic', 'bape', 'Size', '4041424344', 'Price', '3300', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Adidas Adimatic bape,4041424344,3300 birr,,,
EthioBrand,@ethio_brand_collection,5837,2024-11-04 06:00:46+00:00,photos\@ethio_brand_collection_5837.jpg,"['Puma', 'CA', 'pro', 'classic', 'Size', '40414243', 'Price', '3400', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Puma CA pro classic,40414243,3400 birr,,,
EthioBrand,@ethio_brand_collection,5836,2024-11-03 06:01:14+00:00,photos\@ethio_brand_collection_5836.jpg,"['ehude', 'huleeme', 'kefete', 'nane', 'Converse', 'all', 'star', 'high', 'Size', '40414243', 'Price', '3000', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Converse all star high,40414243,3000 birr,,,
EthioBrand,@ethio_brand_collection,5835,2024-11-02 06:31:14+00:00,photos\@ethio_brand_collection_5835.jpg,"['Adidas', 'fear', 'of', 'God', '87', 'Size', '4041424344', 'Price', '3700', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",,4041424344,3700 birr,,,
EthioBrand,@ethio_brand_collection,5834,2024-11-01 09:19:49+00:00,photos\@ethio_brand_collection_5834.jpg,"['Adidas', 'Adimatic', 'bape', 'Size', '4041424344', 'Price', '3300', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Adidas Adimatic bape,4041424344,3300 birr,,,
EthioBrand,@ethio_brand_collection,5833,2024-10-31 09:01:02+00:00,photos\@ethio_brand_collection_5833.jpg,"['Jordan', 'tenacity', '68', 'Size', '40414243', 'Price', '3800', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",,40414243,3800 birr,,,
EthioBrand,@ethio_brand_collection,5832,2024-10-31 06:00:06+00:00,photos\@ethio_brand_collection_5832.jpg,"['Nike', 'Air', 'Force', 'Goretex', 'Size', '40414243', 'Price', '4000', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Nike Air Force Goretex,40414243,4000 birr,,,
EthioBrand,@ethio_brand_collection,5831,2024-10-30 09:00:50+00:00,photos\@ethio_brand_collection_5831.jpg,"['Nike', 'zoom', 'free', 'run', 'Size', '40414243', 'Price', '3500', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Nike zoom free run,40414243,3500 birr,,,
EthioBrand,@ethio_brand_collection,5830,2024-10-30 06:01:07+00:00,photos\@ethio_brand_collection_5830.jpg,"['Colombia', 'vibrant', 'terrex', 'Size', '40414243', 'Price', '3100', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Colombia vibrant terrex,40414243,3100 birr,,,
EthioBrand,@ethio_brand_collection,5829,2024-10-29 09:10:21+00:00,photos\@ethio_brand_collection_5829.jpg,"['Puma', 'CA', 'pro', 'classic', 'Size', '40414243', 'Price', '3400', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Puma CA pro classic,40414243,3400 birr,,,
EthioBrand,@ethio_brand_collection,5828,2024-10-29 07:27:11+00:00,photos\@ethio_brand_collection_5828.jpg,"['Adidas', 'stansmith', 'Size', '4041424344', 'Price', '3300', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Adidas stansmith,4041424344,3300 birr,,,
EthioBrand,@ethio_brand_collection,5827,2024-10-28 09:01:53+00:00,photos\@ethio_brand_collection_5827.jpg,"['Goupu', 'comfort', 'sneaker', 'Size', '394041424344', 'Price', '3300', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Goupu comfort sneaker,394041424344,3300 birr,,,
EthioBrand,@ethio_brand_collection,5826,2024-10-28 06:00:02+00:00,photos\@ethio_brand_collection_5826.jpg,"['Skechers', 'GY', 'ULTRA', 'Size', '40414243', 'Price', '3100', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",Skechers GY ULTRA,40414243,3100 birr,,,
EthioBrand,@ethio_brand_collection,5825,2024-10-27 06:01:47+00:00,photos\@ethio_brand_collection_5825.jpg,"['Chelsea', '05', 'half', 'boots', 'leather', 'Size', '41424344', 'Price', '4000', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",half boots leather,41424344,4000 birr,,,
EthioBrand,@ethio_brand_collection,5824,2024-10-25 06:03:58+00:00,photos\@ethio_brand_collection_5824.jpg,"['Pipe', 'elder', 'GD', 'size', '40414244', 'Price', '3300', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",,,3300 birr,,,
EthioBrand,@ethio_brand_collection,5823,2024-10-23 09:01:04+00:00,photos\@ethio_brand_collection_5823.jpg,"['Jordan', '1', 'high', 'Size', '41434445', 'Price', '3300', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",high,41434445,3300 birr,,,
EthioBrand,@ethio_brand_collection,5822,2024-10-23 06:20:12+00:00,photos\@ethio_brand_collection_5822.jpg,"['Reebok', 'classic', 'size', '404142', 'Price', '2900', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",,,2900 birr,,,
EthioBrand,@ethio_brand_collection,5821,2024-10-22 09:02:06+00:00,photos\@ethio_brand_collection_5821.jpg,"['All', 'star', 'leather', 'high', 'Size', '40414243', 'Price', '3200', 'birr', 'aderaashaameekesiko', 'komeerese', 'jarebaa', 'mazide', 'pelaazaa', 'yamajamariyaa', 'darajaa', 'enedawathu', '101', 'yabiro', 'quthere', 'yaaganyunaale', 'or', 'call', '0920238243', 'EthioBrand']",All star leather high,40414243,3200 birr,,,
